trace,put1,put2,diff_kinds,sig_put1,sig_put2,num_steps,candidate_path
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.0.11-5copenssl-fpp-3.0.11-3.0.12--18-45-43--0/objective/20260601-175322333-e502f570b6471b58.trace,openssl3011,openssl3012,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,79be3b3dec6b9ca09f8812d6ce4ebee7ec0481b2ab792e13fc31dd0837bf0223,11,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-175322333-e502f570b6471b58.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.0.16-5copenssl-fpp-3.0.16-3.0.17--18-47-48--0/objective/20260601-181351617-34b40307be76503c.trace,openssl3016,openssl3017,Status,89a2dc545db952a244f96dfc4ba1d7f79f3de00a83f9d1056d437ed09cdcd17b,89a2dc545db952a244f96dfc4ba1d7f79f3de00a83f9d1056d437ed09cdcd17b,14,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-181351617-34b40307be76503c.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.0.18-5copenssl-fpp-3.0.18-3.0.19--21-41-33--0/objective/20260601-204726202-00f5ccdcc18380a5.trace,openssl3018,openssl3019,Status,15331b87a2706fa1880a46a30a31937d08170ad1676a6fb4987b9be76072ad0e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,5,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-204726202-00f5ccdcc18380a5.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.0.20-5copenssl-fpp-3.0.19-3.0.20--23-11-40--0/objective/20260601-214326050-76895b03b3ebe0f4.trace,openssl3019,openssl3020,Status,f22360c900513c6c0b453000ff161db1f1f3b420f4b254962183345778c28e2f,f22360c900513c6c0b453000ff161db1f1f3b420f4b254962183345778c28e2f,2,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-214326050-76895b03b3ebe0f4.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.1.0-5copenssl-fpp-3.0.20-3.1.0--20-20-02--0/objective/20260601-182442586-2cda8c4fb7602637.trace,openssl3020,openssl310,Status,19b53184125666d6a56e607c3ec62003fdd5861e546d094fce04b0de91407950,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-182442586-2cda8c4fb7602637.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.1.0-5copenssl-fpp-3.1.0-3.1.1--21-43-38--0/objective/20260601-200135253-3646a7fd88f9f80a.trace,openssl310,openssl311,Status,d95228189e49a270802d2032aeddcaa140c1502d93013144b080ddd4331a44ff,d95228189e49a270802d2032aeddcaa140c1502d93013144b080ddd4331a44ff,12,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-200135253-3646a7fd88f9f80a.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.1.0-5copenssl-fpp-3.1.0-3.1.1--21-43-38--0/objective/20260601-202740698-e20d9de8fac86bb4.trace,openssl310,openssl311,Status,6ce8f72f2f7a595694bc697006469a77995a23e89baa14d1d0794dee8f1eed81,6ce8f72f2f7a595694bc697006469a77995a23e89baa14d1d0794dee8f1eed81,9,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-202740698-e20d9de8fac86bb4.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.1.2-5copenssl-fpp-3.1.1-3.1.2--23-13-46--0/objective/20260601-220812576-6b3b08520082fe73.trace,openssl311,openssl312,Status,972bacfb67c1aec00721fee27a62b8fc85901ebfdd22d7fbd9d3b144ebc49a51,972bacfb67c1aec00721fee27a62b8fc85901ebfdd22d7fbd9d3b144ebc49a51,3,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-220812576-6b3b08520082fe73.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.1.4-5copenssl-fpp-3.1.4-3.1.5--23-20-04--0/objective/20260601-212716208-935da38275f38abf.trace,openssl314,openssl315,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,972bacfb67c1aec00721fee27a62b8fc85901ebfdd22d7fbd9d3b144ebc49a51,3,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-212716208-935da38275f38abf.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.1.4-5copenssl-fpp-3.1.4-3.1.5--23-20-04--0/objective/20260601-220610874-a72bcba1dc1cbdaf.trace,openssl314,openssl315,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,97c68f88fca02a2dbec33ff8516e41f3f5ea8f010dfb6ff294a70c5fe30631c0,2,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-220610874-a72bcba1dc1cbdaf.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-211608806-071adb0286ccf5f6.trace,openssl326,openssl330,Status,19b53184125666d6a56e607c3ec62003fdd5861e546d094fce04b0de91407950,19b53184125666d6a56e607c3ec62003fdd5861e546d094fce04b0de91407950,2,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-211608806-071adb0286ccf5f6.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-211731765-4d6aa82fd0df1c17.trace,openssl326,openssl330,Status,6ce8f72f2f7a595694bc697006469a77995a23e89baa14d1d0794dee8f1eed81,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,12,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-211731765-4d6aa82fd0df1c17.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-212655488-b7bd5da068e823b2.trace,openssl326,openssl330,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,752b9fa96032fb7da43af559f652769894e088d2ceeba3bad8de165cbda2efb7,12,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-212655488-b7bd5da068e823b2.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-213546555-9ae6ded427f6462e.trace,openssl326,openssl330,Status,a6663e18878f697d0762648f9f66ffc85b0ea572b78ca5d056030166c3246507,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,15,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-213546555-9ae6ded427f6462e.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-214413990-6e0481117e42513e.trace,openssl326,openssl330,Status,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6ce8f72f2f7a595694bc697006469a77995a23e89baa14d1d0794dee8f1eed81,14,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-214413990-6e0481117e42513e.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-215415626-10aef8e8c6bfc203.trace,openssl326,openssl330,Status,bead7d8a9f06a293df65bf10fa0259438f2f1cbd057788b2a38d045b9a31fb1f,bead7d8a9f06a293df65bf10fa0259438f2f1cbd057788b2a38d045b9a31fb1f,12,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-215415626-10aef8e8c6bfc203.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-221706454-a66969ed05a7794c.trace,openssl326,openssl330,Status,51d1fd08920607dd775ff1a51ed98f792610d4f3eb1b903bfb13eeb7c174dcca,51d1fd08920607dd775ff1a51ed98f792610d4f3eb1b903bfb13eeb7c174dcca,14,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-221706454-a66969ed05a7794c.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-221915092-d94d01a9b54d03d4.trace,openssl326,openssl330,Status,752b9fa96032fb7da43af559f652769894e088d2ceeba3bad8de165cbda2efb7,752b9fa96032fb7da43af559f652769894e088d2ceeba3bad8de165cbda2efb7,11,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-221915092-d94d01a9b54d03d4.trace
/home/lhirschi/DDYF-fingerprinting/experiments/2026-06-01--openssl-3.2.6-5copenssl-fpp-3.2.6-3.3.0--23-15-53--0/objective/20260601-223848436-10706032fc1db825.trace,openssl326,openssl330,Status,2cb3a8ae5b56ed9a2c184c2c9714c2a3b1fd085dd051657a95e5eb970d7c41f6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,14,evaluation-ddyf/fingerprinting/AUDIT-agy/candidates_openssl3x/20260601-223848436-10706032fc1db825.trace
